fighter_id,name,birthdate,aka,associations,class_weight,wins,losses,draws,wins_by_ko_tko,wins_by_submission,wins_by_decision,wins_by_other,losses_by_ko_tko,losses_by_submission,losses_by_decision,losses_by_other,country,city,weight (lbs),sex,height,height (cm)
b46ebd4ebcd74a03b0958b6fe088ff52,Thiago Alves,1983-10-03,Pitbull,['American Top Team'],Welterweight,23.0,15.0,0.0,13.0,1.0,9.0,0.0,3.0,5.0,7.0,0.0,Brazil,"Fortaleza, Ceara",170.0,M,5.1,155.45
2beebded3ad34ba991e89577d16db343,Chris Lytle,1974-08-18,Lights Out,['Integrated Fighting Academy'],Welterweight,31.0,18.0,0.0,6.0,19.0,6.0,0.0,2.0,0.0,16.0,0.0,United States,"Indianapolis, Indiana",170.0,M,5.11,155.75
d7b7288d0ea2419082c570774adb37e7,Joe Lauzon,1984-05-22,J-Lau,['Lauzon MMA'],Lightweight,28.0,15.0,0.0,9.0,17.0,2.0,0.0,6.0,3.0,6.0,0.0,United States,"Bridgewater, Massachusetts",155.0,M,5.1,155.45
358f551e9e71476eb4eadea17a06e28b,Jason Reinhardt,1969-10-31,,['Wand Fight Team'],Bantamweight,20.0,3.0,0.0,4.0,16.0,0.0,0.0,1.0,2.0,0.0,0.0,United States,"Decatur, Illinois",135.0,M,5.6,170.69
d69aeb7a5d0e42f6952a6f028934f04e,Marcus Aurelio,1973-08-18,Maximus,['Elite Mixed Fighters'],Welterweight,22.0,10.0,0.0,5.0,14.0,3.0,0.0,0.0,0.0,10.0,0.0,Brazil,"Fortaleza, Ceara",170.0,M,5.1,155.45
14bee497fe4b49f6898b29de72110362,Luke Caudillo,1980-11-30,Lil' Hulk,['Grudge Training Center'],Lightweight,17.0,17.0,0.0,12.0,1.0,4.0,0.0,3.0,10.0,4.0,0.0,United States,"North Platte, Nebraska",155.0,M,5.7,173.74
85be4882c714479883b5f8dbbbdefb26,Akihiro Gono,1974-10-07,,['Grabaka'],Welterweight,37.0,24.0,0.0,7.0,9.0,20.0,1.0,8.0,4.0,12.0,0.0,Japan,"Higashikurume, Tokyo",161.0,M,5.9,179.83
4c7429883571463a997d5101c13f0d0e,Tamdan McCrory,1986-11-05,The Barn Cat,['CNY MMA'],Middleweight,14.0,5.0,0.0,8.0,5.0,1.0,0.0,2.0,2.0,1.0,0.0,United States,"Binghamton, New York",185.0,M,6.4,195.07
1b311b4b44dc402a92bdc5808dc932ba,Anderson Silva,1975-04-14,The Spider,"['Team Nogueira', 'X-Gym', 'Killer Bees']",Middleweight,34.0,11.0,1.0,23.0,3.0,8.0,0.0,4.0,2.0,4.0,1.0,Brazil,"Curitiba, Parana",185.0,M,6.2,188.98
90e5b6d37d914fbca195987e574e3db2,Rich Franklin,1974-10-05,Ace,['Team Extreme'],Middleweight,29.0,7.0,1.0,20.0,5.0,4.0,0.0,5.0,0.0,2.0,0.0,United States,"Cincinnati, Ohio",185.0,M,6.1,185.93
feb3a04ad1054f6dbafa073a08d45e6e,Tim Sylvia,1974-03-05,The Maine-iac,"['Team Extreme', 'Champions Gym']",Heavyweight,31.0,10.0,1.0,22.0,2.0,7.0,0.0,3.0,4.0,3.0,0.0,United States,"Bettendorf, Iowa",265.0,M,6.8,207.26
9361188ca46249d3b6353d0d03af0619,Brandon Vera,1977-10-10,The Truth,['Alliance MMA'],Heavyweight,16.0,10.0,1.0,11.0,1.0,4.0,0.0,7.0,0.0,3.0,0.0,United States,"San Diego, California",246.0,M,6.2,188.98
4eec3fe077494e4285d30fb6d24b0278,Alvin Robinson,1982-07-16,Kid,['Grudge Training Center'],Featherweight,15.0,9.0,0.0,0.0,14.0,1.0,0.0,5.0,4.0,0.0,0.0,United States,"Denver, Colorado",145.0,M,5.9,179.83
a70182fd14e942388e59abc2b692f9c3,Jorge Gurgel,1977-01-25,J.G.,['Team Jorge Gurgel'],Lightweight,14.0,10.0,0.0,0.0,10.0,4.0,0.0,2.0,2.0,6.0,0.0,United States,"Cincinnati, Ohio",154.0,M,5.9,179.83
456d290b313b4e518089df17f43925b5,Stephan Bonnar,1977-04-04,The American Psycho,"[""One Kick's Gym""]",Light Heavyweight,15.0,9.0,0.0,3.0,7.0,5.0,0.0,3.0,0.0,6.0,0.0,United States,"Hammond, Indiana",205.0,M,6.3,192.02
ca99ab98f62b402798a209ff10d9dd85,Eric Schafer,1977-09-20,Red,['Red Schafer MMA'],Middleweight,14.0,8.0,0.0,4.0,8.0,1.0,1.0,4.0,1.0,3.0,0.0,United States,"Milwaukee, Wisconsin",185.0,M,6.3,192.02
caa0e4acde714c2b8b027f79b41d8cc5,Alan Belcher,1984-04-24,The Talent,"['Roufusport', 'Remix MMA']",Heavyweight,19.0,9.0,0.0,11.0,5.0,3.0,0.0,3.0,1.0,5.0,0.0,United States,"Biloxi, Mississippi",233.0,M,6.2,188.98
5c54498c6fdd43b9972afa5cb2ff2759,Kalib Starnes,1975-01-06,,['Aegis Athletics'],Light Heavyweight,17.0,11.0,0.0,5.0,10.0,2.0,0.0,5.0,1.0,5.0,0.0,Canada,"Surrey, British Columbia",205.0,M,6.3,192.02
bcc013e7e4be40fb89185162b747a6de,Yushin Okami,1981-07-21,Thunder,['EXFIGHT'],Middleweight,37.0,15.0,0.0,14.0,3.0,19.0,1.0,7.0,1.0,7.0,0.0,Japan,"Fujisawa, Kanagawa",185.0,M,6.2,188.98
b5413fcd0d414768af5bcff8bb7787ca,Jason MacDonald,1975-06-03,The Athlete,"['Pure Fitness', 'Gracie Barra Calgary']",Middleweight,25.0,16.0,0.0,3.0,19.0,3.0,0.0,7.0,4.0,5.0,0.0,Canada,"Edmonton, Alberta",185.0,M,6.2,188.98
03b7ea0c154344f6a7f3284a689b3bed,Demian Maia,1977-11-06,,['Demian Maia Jiu-Jitsu'],Welterweight,28.0,11.0,0.0,3.0,14.0,11.0,0.0,2.0,0.0,9.0,0.0,Brazil,"Santana de Parnaiba, Sao Paulo",170.0,M,6.0,182.88
66501694f3d748388a4ea8fcb3636a62,Ryan Jensen,1977-09-20,,['Jackson-Wink MMA'],Middleweight,21.0,8.0,0.0,9.0,12.0,0.0,0.0,3.0,5.0,0.0,0.0,United States,"Omaha, Nebraska",175.0,M,5.1,155.45
1c7dfce7554b4e328230bfd3707687b2,Joshua Burkman,1980-10-04,The People's Warrior,['The Pit Elevated Fight Team'],Lightweight,28.0,18.0,1.0,7.0,10.0,11.0,0.0,2.0,9.0,7.0,0.0,United States,"Salt Lake City, Utah",155.0,M,5.1,155.45
2dbbfb01dd5842668188539b0062ea51,Forrest Petz,1975-09-22,The Meat Cleaver,['Strong Style Fight Team'],Middleweight,26.0,10.0,0.0,13.0,4.0,9.0,0.0,2.0,4.0,4.0,0.0,United States,"Cleveland, Ohio",185.0,M,5.9,179.83
0df1ce3d7aad40a9a030cd95583c4f7c,Matt Grice,1981-07-29,The Real One,['R-1 MMA'],Featherweight,15.0,5.0,0.0,7.0,3.0,5.0,0.0,2.0,2.0,1.0,0.0,United States,"Harrah, Oklahoma",145.0,M,5.8,176.78
552d6168c8b246f2a8443f560a2d8d13,Jason Black,1972-08-15,The Black Legion,['Miletich Martial Arts'],Welterweight,23.0,4.0,0.0,6.0,9.0,4.0,4.0,1.0,2.0,1.0,0.0,United States,"Davenport, Illinois",169.0,M,5.1,155.45
8d083f3b486e4070a2a14724d93730ca,Keith Jardine,1975-10-31,The Dean of Mean,"['Jackson-Wink MMA', 'Mean1 MMA']",Middleweight,17.0,11.0,0.0,8.0,2.0,7.0,0.0,6.0,0.0,5.0,0.0,United States,"Albuquerque, New Mexico",185.0,M,6.2,188.98
12ecb1dc39ac42e3b6b9222da65b7bf7,Chuck Liddell,1969-12-17,The Iceman,['The Pit'],Light Heavyweight,21.0,9.0,0.0,13.0,1.0,7.0,0.0,7.0,1.0,1.0,0.0,United States,"San Luis Obispo, California",205.0,M,6.2,188.98
cc78552e72a84267aa100832e4e38872,Forrest Griffin,1979-07-01,,"['Xtreme Couture', 'Throwdown']",Light Heavyweight,19.0,7.0,0.0,4.0,6.0,9.0,0.0,5.0,0.0,2.0,0.0,United States,"Athens, Georgia",205.0,M,6.3,192.02
fb9321bc8c0c4c7bb9f8088908255277,Mauricio Rua,1981-11-25,Shogun,['Universidade da Luta'],Light Heavyweight,27.0,14.0,0.0,21.0,1.0,5.0,0.0,7.0,3.0,4.0,0.0,Brazil,"Curitiba, Parana",205.0,M,6.1,185.93
97c12a478bb34a5c95355afbc724ad26,Jon Fitch,1978-02-24,,['American Kickboxing Academy'],Welterweight,32.0,8.0,1.0,7.0,5.0,20.0,0.0,2.0,4.0,2.0,0.0,United States,"Fort Wayne, Indiana",170.0,M,6.0,182.88
4da24f447f7f4d08bdf825c12c127d91,Diego Sanchez,1981-12-31,The Nightmare,['Jackson-Wink MMA'],Welterweight,30.0,14.0,0.0,10.0,6.0,13.0,1.0,4.0,0.0,10.0,0.0,United States,"Albuquerque, New Mexico",170.0,M,5.1,155.45
10a3592a77304ded9c30c6d3cd801cfc,Lyoto Machida,1978-05-30,The Dragon,"['APAM', 'Team Machida']",Middleweight,26.0,12.0,0.0,11.0,2.0,13.0,0.0,4.0,2.0,6.0,0.0,Brazil,"Belem, Para",185.0,M,6.1,185.93
046b32143fed4ab6a5ac3328daa81539,Kazuhiro Nakamura,1979-07-16,King Kaz,"['Yoshida Dojo', 'Team Kaz']",Middleweight,21.0,13.0,0.0,5.0,3.0,13.0,0.0,4.0,3.0,6.0,0.0,Japan,"Fukuyama, Hiroshima",185.0,M,5.11,155.75
b6566158f1454bfaa1aa7447d92272b9,Tyson Griffin,1984-04-20,,['American Kickboxing Academy'],Lightweight,17.0,8.0,0.0,6.0,3.0,8.0,0.0,3.0,0.0,5.0,0.0,United States,"Santa Rosa, California",155.0,M,5.6,170.69
5307a2b4bae44b449167a971022bc02b,Thiago Tavares,1984-11-08,,['Team Tavares'],Featherweight,24.0,11.0,0.0,4.0,15.0,5.0,0.0,8.0,0.0,3.0,0.0,Brazil,"Florianopolis, Santa Catarina",145.0,M,5.7,173.74
e58a82522eb9403baafc61e6e48c8f33,Rich Clementi,1976-03-31,No Love,['Team Voodoo'],Lightweight,45.0,23.0,0.0,13.0,23.0,9.0,0.0,5.0,8.0,10.0,0.0,United States,"Slidell, Lousiana",155.0,M,5.9,179.83
75aadfad1dae49c48f3e79a7908732e3,Anthony Johnson,1984-03-06,Rumble,['Kill Cliff FC'],Light Heavyweight,23.0,6.0,0.0,17.0,0.0,6.0,0.0,1.0,5.0,0.0,0.0,United States,"Boca Raton, Florida",205.0,M,6.2,188.98
82eee1caf3be4f8386e581159b3175d4,Jeremy Stephens,1986-05-26,Lil Heathen,['Alliance MMA'],Lightweight,29.0,21.0,1.0,19.0,2.0,8.0,0.0,3.0,5.0,13.0,0.0,United States,"Des Moines, Iowa",155.0,M,5.9,179.83
32f30c517bb647c2952c1f5b874132ff,Diego Saraiva,1982-04-23,The Octopus,['Team Octopus'],Lightweight,22.0,20.0,0.0,4.0,14.0,4.0,0.0,5.0,0.0,15.0,0.0,United States,"Atlanta, Georgia",149.0,M,5.6,170.69
f04aca0b8bbe439a95637bd69ed9def0,Christian Wellisch,1975-09-13,,['American Kickboxing Academy'],Heavyweight,8.0,5.0,0.0,4.0,3.0,1.0,0.0,3.0,1.0,1.0,0.0,United States,"Los Angeles, California",234.0,M,6.2,188.98
aa39797a100547b4b14cf082374dfdf4,Scott Junk,1978-12-17,Punk Haole,['MMA Development'],Heavyweight,8.0,3.0,1.0,5.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,United States,"Kailua, Hawaii",265.0,M,6.1,185.93
60ca3cc440bf4ed5a2321ad5cc1c073c,Matt Wiman,1983-09-19,Handsome,['Skrap Pack'],Lightweight,16.0,10.0,0.0,4.0,5.0,7.0,0.0,4.0,0.0,6.0,0.0,United States,"Tulsa, Oklahoma",155.0,M,5.1,155.45
574049b0024448349e07b8a65c06c7a3,Michihiro Omigawa,1975-12-19,Michi,['Neo Judo Academy'],Featherweight,19.0,15.0,0.0,5.0,5.0,9.0,0.0,2.0,1.0,12.0,0.0,Japan,Ibaraki,145.0,M,5.6,170.69
9c61e4fdb0be41ac89dd2e56aacc5ba5,Quinton Jackson,1978-06-20,Rampage,['Wolfslair Academy'],Heavyweight,38.0,14.0,0.0,20.0,4.0,14.0,0.0,4.0,2.0,7.0,1.0,United States,"Memphis, Tennessee",265.0,M,6.1,185.93
8f045a9d88a14f30a2a2487b85cb6787,Dan Henderson,1970-08-24,Hendo,['Team Quest'],Middleweight,32.0,15.0,0.0,17.0,1.0,14.0,0.0,3.0,4.0,8.0,0.0,United States,"Temecula, California",185.0,M,6.1,185.93
15f7265f0df84a119ba1f2921ae46f1a,Matt Hamill,1976-10-05,The Hammer,['Independent'],Light Heavyweight,13.0,8.0,0.0,7.0,0.0,5.0,1.0,4.0,1.0,3.0,0.0,United States,"Loveland, Ohio",205.0,M,6.2,188.98
ffea717477064a1ab0dfbf9f2afa0b49,Cheick Kongo,1975-05-17,,"[""Kongo Smashin' Club""]",Heavyweight,31.0,12.0,1.0,15.0,4.0,12.0,0.0,3.0,1.0,8.0,0.0,France,Paris,242.0,M,6.4,195.07
50294ec1c51e4888ad30e25c1f5abfc1,Mirko Filipovic,1974-09-10,Cro Cop,['Cro Cop Top Team'],Heavyweight,38.0,11.0,1.0,30.0,4.0,4.0,0.0,6.0,2.0,3.0,0.0,Croatia,Zagreb,234.0,M,6.2,188.98
f90f705cad0c49c39556c88d09047259,Marcus Davis,1973-08-24,The Irish Hand Grenade,['Team Irish'],Welterweight,23.0,11.0,1.0,6.0,10.0,7.0,0.0,4.0,3.0,4.0,0.0,United States,"Bangor, Maine",170.0,M,5.8,176.78
ae95fe022bc64d5fa30664f72a6c6b85,Paul Taylor,1979-12-15,Relentless,['Team Supreme'],Lightweight,11.0,6.0,1.0,6.0,2.0,3.0,0.0,0.0,2.0,4.0,0.0,England,Walsall,155.0,M,6.0,182.88
a4242baa6ba84e719751e035905505ee,Alessio Sakara,1981-09-02,Legionarius,['American Top Team'],Light Heavyweight,21.0,13.0,2.0,15.0,2.0,4.0,0.0,6.0,3.0,3.0,1.0,Italy,"Rome, Lazio",205.0,M,6.1,185.93
0e9c9b9ff7f744ea89bac8f60e414e6d,Gleison Tibau,1983-07-10,,['American Top Team'],Welterweight,38.0,19.0,0.0,4.0,15.0,19.0,0.0,5.0,2.0,11.0,1.0,Brazil,"Mossoro, Rio Grande do Norte",170.0,M,5.1,155.45
08e339482761421689a8bbdcd0b6b9c7,Terry Etim,1986-01-11,,['Team Kaobon'],Lightweight,16.0,5.0,0.0,2.0,12.0,2.0,0.0,1.0,1.0,3.0,0.0,England,Liverpool,155.0,M,6.1,185.93
91ae786f1ca74a6aa0ce9d1629e0c702,Tomasz Drwal,1982-01-22,Gorilla,['Szkola Walki Drwala'],Middleweight,22.0,6.0,0.0,14.0,5.0,3.0,0.0,3.0,2.0,1.0,0.0,Poland,Krakow,185.0,M,6.1,185.93
6b136c9009bb4e0cbc145b3a51f907bb,Dennis Siver,1979-01-13,,['Kiboju'],Featherweight,23.0,11.0,1.0,7.0,7.0,9.0,0.0,3.0,5.0,3.0,0.0,Germany,Mannheim,145.0,M,5.7,173.74
292c6f49bf054f4192efdad4cc11325a,Naoyuki Kotani,1981-12-08,,['Rodeo Style'],Lightweight,37.0,19.0,0.0,6.0,27.0,4.0,0.0,10.0,2.0,7.0,0.0,Japan,"Yokosuka, Kanagawa",155.0,M,5.8,176.78
7247d3aad91a491580d0dda866564645,Jess Liaudin,1973-12-21,The Joker,['Pancrase London'],Welterweight,20.0,11.0,0.0,5.0,12.0,3.0,0.0,6.0,1.0,4.0,0.0,France,"Evry, Ile-de-France",170.0,M,5.9,179.83
4c4f6f7d8cfb4ad887b95867e1690591,Anthony Torres,1978-07-31,The Crush,['MMA Development'],Welterweight,5.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,United States,"Kailua, Hawaii",170.0,M,5.1,155.45
71d44ec11ab242fc97fb92565470a8c4,Nate Marquardt,1979-04-20,The Great,['High Altitude Martial Arts'],Middleweight,36.0,20.0,0.0,13.0,15.0,8.0,0.0,6.0,2.0,12.0,0.0,United States,"Aurora, Colorado",185.0,M,6.0,182.88
fb11ef0ecdf146b0aee21d2a50f316c6,Tito Ortiz,1975-01-23,The Huntington Beach Bad Boy,['Team Punishment'],Light Heavyweight,21.0,12.0,0.0,10.0,5.0,6.0,0.0,5.0,2.0,5.0,0.0,United States,"Huntington Beach, California",205.0,M,6.2,188.98
f01134645d1d423596070607571cdf3d,Sean Sherk,1973-08-05,The Muscle Shark,['Minnesota Martial Arts Academy'],Lightweight,36.0,4.0,0.0,10.0,11.0,15.0,0.0,2.0,0.0,2.0,0.0,United States,"Minneapolis, Minnesota",155.0,M,5.6,170.69
26680685312b4b7e8c0b854955812004,Hermes Franca,1974-08-26,,['Victory MMA'],Welterweight,26.0,20.0,1.0,8.0,15.0,3.0,0.0,10.0,0.0,10.0,0.0,Brazil,"Fortaleza, Ceara",170.0,M,5.6,170.69
d677b80a472048949d8438117cc576b0,Antonio Rodrigo Nogueira,1976-06-02,Minotauro,['Team Nogueira'],Heavyweight,34.0,10.0,1.0,3.0,21.0,10.0,0.0,3.0,2.0,5.0,0.0,Brazil,"Vitoria da Conquista, Bahia",240.0,M,6.3,192.02
6af72c68a33143208dfda1b978066fdc,Heath Herring,1978-03-02,The Texas Crazy Horse,['Las Vegas Combat Club'],Heavyweight,28.0,16.0,1.0,10.0,13.0,4.0,1.0,5.0,1.0,10.0,0.0,United States,"Waco, Texas",250.0,M,6.4,195.07
963d9b46df064784976e1b7afed3b59e,Kenny Florian,1976-05-26,KenFlo,['Florian Martial Arts Center'],Featherweight,14.0,6.0,0.0,4.0,8.0,2.0,0.0,1.0,1.0,4.0,0.0,United States,"Westwood, Massachusetts",145.0,M,5.1,155.45
840f88351a434b049bf9185bbf8319df,Mike Nickels,1971-12-13,Big,['Colorado Brazilian Jiu-Jitsu'],Light Heavyweight,9.0,5.0,0.0,3.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,United States,"Denver, Colorado",204.0,M,6.4,195.07
1c275b333f9d4ce6b7d96a3a0e203d93,Jason Gilliam,1972-10-31,,['Team Wolfpack'],Welterweight,15.0,9.0,0.0,10.0,5.0,0.0,0.0,2.0,7.0,0.0,0.0,United States,"Muncie, Indiana",169.0,M,6.0,182.88
f746e290882c4752bf7607afb2885faa,Mark Bocek,1981-10-24,,['Tristar Gym'],Lightweight,12.0,5.0,0.0,1.0,7.0,4.0,0.0,1.0,1.0,3.0,0.0,Canada,"Toronto, Ontario",155.0,M,5.9,179.83
f99c3967d38a44c48c065917483a5c47,B.J. Penn,1978-12-13,The Prodigy,"[""BJ Penn's MMA""]",Featherweight,16.0,14.0,0.0,7.0,6.0,3.0,0.0,4.0,1.0,9.0,0.0,United States,"Hilo, Hawaii",145.0,M,5.9,179.83
04d7cbe392924661961fc6c6d8441673,Jens Pulver,1974-12-06,Little Evil,['Team Extreme'],Bantamweight,27.0,19.0,0.0,14.0,4.0,9.0,0.0,8.0,9.0,2.0,0.0,United States,"Crystal Lake, Illinois",135.0,M,5.7,173.74
efc88a049eaf4d86992394d71f11b556,Nate Diaz,1985-04-16,,['Cesar Gracie Fight Team'],Welterweight,21.0,13.0,0.0,5.0,12.0,4.0,0.0,2.0,1.0,10.0,0.0,United States,"Stockton, California",170.0,M,6.0,182.88
1b9b7b949e934faaace1993cc9550d78,Manny Gamburyan,1981-05-08,The Anvil,"['Team Hayastan', 'Glendale Fighting Club']",Bantamweight,15.0,10.0,1.0,2.0,7.0,6.0,0.0,5.0,0.0,5.0,0.0,United States,"Los Angeles, California",135.0,M,5.5,167.64
1928362c590144239fc643f840346d12,Thales Leites,1981-09-06,,['Nova Uniao'],Middleweight,28.0,9.0,0.0,4.0,15.0,9.0,0.0,1.0,1.0,7.0,0.0,Brazil,"Niteroi, Rio de Janeiro",185.0,M,6.1,185.93
9a3f018b35e543ce9bf6c7bb7bab1155,Floyd Sword,,,['Team Four Corners'],Middleweight,12.0,3.0,0.0,4.0,7.0,1.0,0.0,1.0,1.0,1.0,0.0,United States,"Farmington, New Mexico",185.0,M,5.11,155.75
18473aef94a04fadb322c1fcf0cd1af3,Roger Huerta,1983-05-20,El Matador,['Allstars Training Center'],Lightweight,24.0,13.0,1.0,12.0,5.0,5.0,2.0,7.0,1.0,5.0,0.0,United States,"Austin, Texas",155.0,M,5.9,179.83
aff18b6b6e934d6ea6abdc2b70be29f0,Douglas Evans,1980-10-10,,['AK Wolfpack'],Featherweight,13.0,10.0,0.0,2.0,8.0,3.0,0.0,3.0,4.0,3.0,0.0,United States,"Anchorage, Alaska",144.0,M,5.9,179.83
ee7e9930424e4aa4ae236f2686676607,Brandon Melendez,1983-03-24,The Murderer,['Elite Performance'],Welterweight,25.0,25.0,0.0,10.0,12.0,3.0,0.0,8.0,13.0,2.0,2.0,United States,"Bountiful, Utah",170.0,M,5.1,155.45
daca97d3508a440db6d38a06f3431f7f,Cole Miller,1984-04-26,Magrinho,['American Top Team'],Featherweight,21.0,11.0,1.0,3.0,15.0,3.0,0.0,2.0,0.0,9.0,0.0,United States,"Augusta, Georgia",145.0,M,6.1,185.93
d6fc65b1f54145b69949880586487872,Andy Wang,1977-05-28,,['Grappling Unlimited'],Lightweight,8.0,9.0,1.0,2.0,1.0,5.0,0.0,2.0,0.0,7.0,0.0,United States,"Los Angeles, California",155.0,M,5.6,170.69
b194670a902747e88ab48f763e6013d0,Gray Maynard,1979-09-05,The Bully,['American Kickboxing Academy'],Featherweight,13.0,7.0,1.0,2.0,0.0,11.0,0.0,5.0,0.0,2.0,0.0,United States,"Santa Cruz, California",145.0,M,5.8,176.78
b79fa3ec593a4734b01e66e5fe4d59a3,Robert Emerson,1981-07-30,The Saint,['MMA Lab'],Bantamweight,21.0,15.0,1.0,6.0,7.0,8.0,0.0,0.0,3.0,12.0,0.0,United States,"Newport Beach, California",135.0,M,5.8,176.78
1380d2397e744c509f4405b560debc8e,Leonard Garcia,1979-07-14,Bad Boy,['Jackson-Wink MMA'],Featherweight,18.0,13.0,0.0,5.0,10.0,3.0,0.0,0.0,4.0,9.0,0.0,United States,"Plainview, Texas",145.0,M,5.9,179.83
43cd7beb6ebb40e0bec782ab93347817,Allen Berube,1974-08-25,Monstah,['Gracie Tampa'],Lightweight,4.0,3.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,United States,"Biddeford, Maine",155.0,M,5.8,176.78
0e0acdd23a054a7dbf8f1a2b1204cd54,Brian Geraghty,1980-11-04,,['Freestyle Academy'],Lightweight,26.0,18.0,0.0,7.0,14.0,5.0,0.0,5.0,4.0,9.0,0.0,United States,"Pleasant Prairie, Wisconsin",155.0,M,5.7,173.74
3730d8454b9745b9b0dfbdb51ad12ef2,Sam Stout,1984-04-23,Hands of Stone,"['Team Tompkins', 'Syndicate MMA']",Lightweight,20.0,12.0,0.0,9.0,1.0,10.0,0.0,3.0,3.0,6.0,0.0,Canada,"London, Ontario",155.0,M,5.9,179.83
2b8676b131c54945bd91f46bbfee8ad7,Roan Carneiro,1978-06-02,Jucao,['American Top Team Atlanta'],Welterweight,21.0,13.0,0.0,3.0,9.0,9.0,0.0,4.0,3.0,6.0,0.0,Brazil,Rio de Janeiro,170.0,M,5.11,155.75
190c0be6c1ad420fae521795aeece2cc,Drew McFedries,1978-07-27,The Massacre,['Champions Gym'],Middleweight,12.0,7.0,0.0,11.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,United States,"Bettendorf, Iowa",185.0,M,6.0,182.88
a3d86b40fe76478ab568ba6b8a5129ea,Jordan Radev,1976-03-04,,['Sportcentrum KOPS'],Welterweight,23.0,5.0,0.0,5.0,5.0,12.0,1.0,2.0,0.0,3.0,0.0,Bulgaria,,170.0,M,5.7,173.74
2372340cd3ce4db9af3bb85394549c81,Luigi Fioravanti,1981-01-22,The Italian Tank,['Flawless MMA'],Middleweight,26.0,15.0,0.0,13.0,4.0,9.0,0.0,7.0,2.0,6.0,0.0,United States,"St. Louis, Missouri",183.0,M,5.9,179.83
4d88baca48654095bb5fec0c129c1e4b,Pete Spratt,1971-01-09,The Secret Weapon,"['Team Spratt', 'RPBJJ']",Welterweight,25.0,24.0,0.0,17.0,5.0,3.0,0.0,4.0,16.0,4.0,0.0,United States,"San Antonio, Texas",170.0,M,5.9,179.83
19968ebbc51e4e29a093d795dc760e44,Jeff Cox,1968-08-02,,['Strong Style Fight Team'],Lightweight,10.0,7.0,0.0,4.0,5.0,1.0,0.0,4.0,3.0,0.0,0.0,United States,"Cleveland, Ohio",155.0,M,,
